"codigo";"cod_pri";"primario";"secundario";"descricao"
"9819";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Contra a Fé Pública | Falsidade de atestado médico (art. 302)"
"9820";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Contra a Fé Pública | Reprodução ou adulteração de selo ou peça filatélica (art. 303)"
"9821";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Contra a Fé Pública | Uso de documento falso (art. 304)"
"9822";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Contra a Fé Pública | Supressão de documento (art. 305)"
"9823";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Contra a Fé Pública | Falsificação do sinal empregado no contraste de metal precioso ou na fiscalização alfandegária, ou para outros fins (art. 306)"
"9824";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Contra a Fé Pública | Falsa identidade "
"9825";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Contra a Fé Pública | Fraude de lei sobre estrangeiros"
"9826";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Contra a Fé Pública | Petrechos de Falsificação de Papéis Públicos"
"9827";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Contra a Fé Pública | Adulteração de Sinal Identificador de Veículo Automotor"
"9828";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Funcionários Públicos Contra a Administração em Geral"
"9829";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Funcionários Públicos Contra a Administração em Geral | Peculato (art. 312, caput e § 1º)"
"9830";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Funcionários Públicos Contra a Administração em Geral | Peculato mediante erro de outrem (art. 313)"
"9831";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Funcionários Públicos Contra a Administração em Geral | Extravio, sonegação ou inutilização de livro ou documento (art. 314)"
"9832";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Funcionários Públicos Contra a Administração em Geral | Emprego irregular de verbas ou rendas públicas (art. 315)"
"9833";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Funcionários Públicos Contra a Administração em Geral | Concussão (art. 316, caput)"
"9834";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Funcionários Públicos Contra a Administração em Geral | Excesso de exação (art. 316, §§ 1º e 2º)"
"9835";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Funcionários Públicos Contra a Administração em Geral | Corrupção passiva (art. 317)"
"9836";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Funcionários Públicos Contra a Administração em Geral | Facilitação de contrabando ou descaminho (art. 318)"
"9837";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Funcionários Públicos Contra a Administração em Geral | Prevaricação"
"9838";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Funcionários Públicos Contra a Administração em Geral | Condescendência criminosa (art. 320)"
"9839";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Funcionários Públicos Contra a Administração em Geral | Advocacia administrativa (art. 321)"
"9840";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Funcionários Públicos Contra a Administração em Geral | Violência arbitrária (art. 322)"
"9841";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Funcionários Públicos Contra a Administração em Geral | Abandono de função (art. 323)"
"9842";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Funcionários Públicos Contra a Administração em Geral | Exercício funcional ilegalmente antecipado ou prolongado (art. 324)"
"9843";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Funcionários Públicos Contra a Administração em Geral | Violação do sigilo funcional (art. 325)"
"9844";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Funcionários Públicos Contra a Administração em Geral | Violação do sigilo de proposta de concorrência (art. 326)"
"9845";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Funcionários Públicos Contra a Administração em Geral | Inserção de dados falsos em sistema de informações (art. 313-A)"
"9846";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Funcionários Públicos Contra a Administração em Geral | Modificação ou alteração não autorizada de sistema de informações (art. 313-B)"
"9847";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante"
"9848";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Contra a Propriedade Industrial"
"9849";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Contra a Propriedade Industrial | Contra Patente de Invenção"
"9850";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Contra a Propriedade Industrial | Contra os Desenhos Industriais"
"9851";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Contra a Propriedade Industrial | Contra as Marcas"
"9852";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Contra a Propriedade Industrial | Cometidos por Meio de Marca, Título de Estabelecimento e Sinal de Propaganda "
"9853";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Contra a Propriedade Industrial | Contra Indicações Geográficas e Demais Indicações"
"9854";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Contra a Propriedade Industrial | De Concorrência Desleal"
"9855";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | de Responsabilidade"
"9856";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Contra a Economia Popular"
"9857";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | de Abuso de Autoridade"
"9858";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | De Tráfico Ilícito e Uso Indevido de Drogas"
"9859";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | De Tráfico Ilícito e Uso Indevido de Drogas | Tráfico de Drogas e Condutas Afins"
"9860";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | De Tráfico Ilícito e Uso Indevido de Drogas | Posse de Drogas para Consumo Pessoal"
"9861";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | De Tráfico Ilícito e Uso Indevido de Drogas | Fabricação de Objeto Destinado a Produção de Drogas e Condutas Afins "
"9862";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | De Tráfico Ilícito e Uso Indevido de Drogas | Indução, Instigação ou Auxílio ao Uso de Drogas"
"9863";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | De Tráfico Ilícito e Uso Indevido de Drogas | Oferecimento de Drogas para Consumo Conjunto"
"9864";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | De Tráfico Ilícito e Uso Indevido de Drogas | Associação para a Produção e Tráfico e Condutas Afins"
"9865";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | De Tráfico Ilícito e Uso Indevido de Drogas | Financiamento ou Custeio de Produção ou Tráfico de Drogas"
"9866";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | De Tráfico Ilícito e Uso Indevido de Drogas | Colaboração com Grupo, Organização ou Associação Destinados à Produção ou Tráfico de Drogas "
"9867";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | De Tráfico Ilícito e Uso Indevido de Drogas | Prescrição Culposa de Drogas"
"9868";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | De Tráfico Ilícito e Uso Indevido de Drogas | Condução de Embarcação ou Aeronave sob Efeito de Drogas"
"9869";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Responsabilidade Criminal por Danos Nucleares"
"9870";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Contra o Serviço Postal e o Serviço de Telegrama"
"9871";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Contra a Segurança Nacional, a Ordem Política e Social"
"9872";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Contra o Sistema Financeiro Nacional"
"9873";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Resultante de Preconceito de Raça ou de Cor"
"9874";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Contra a Ordem Tributária"
"9875";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Contra a Ordem Econômica"
"9876";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Contra as Relações de Consumo"
"9877";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Representação caluniosa"
"9878";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Contra o Meio Ambiente"
"9879";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Contra o Meio Ambiente | Contra a Fauna"
"9880";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Contra o Meio Ambiente | Contra a Flora"
"9881";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Contra o Meio Ambiente | Da Poluição"
"9882";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Contra o Meio Ambiente | Agrotóxicos (Lei 7.802/89)"
"9883";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Contra o Meio Ambiente | Atividades Nucleares (Lei 6.453/77)"
"9884";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Contra o Meio Ambiente | Caça (Lei nº 5.197/67)"
"9886";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Contra o Meio Ambiente | Genética (Lei nº 8.974/95)"
"9887";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Contra o Meio Ambiente | Pesca (Lei nº 5.197/67, Lei nº 7.643/87, Lei 7.679/88, DL 221/67)"
"9888";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | De &quot;Lavagem&quot; ou Ocultação de Bens, Direitos ou Valores"
"9889";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Contra as Telecomunicações"
"9890";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Previstos na Lei de Estrangeiros"
"9891";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | De Tortura"
"9892";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | De Trânsito"
"9893";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Do Sistema Nacional de Armas"
"9894";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | De Imprensa"
"9895";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Estatuto da criança e do adolescente"
"9896";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Contra o mercado de capitais"
"9897";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | De genocídio"
"9898";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Sigilo Telefônico"
"9899";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Da Lei de licitações"
"9900";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Da Lei de remoção de órgãos e tecidos"
"9901";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Praticados contra os índios e a cultura indígena"
"9903";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Recusa, retardamento ou omissão de dados técnicos indispensáveis à propositura de Ação Civil Pública"
"9904";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Agrários"
"9905";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Relacionados à Comissão Parlamentar de Inquérito"
"9906";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Eleitorais"
"9907";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | De Quebra de Sigilo Financeiro"
"9908";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Do Código Brasileiro de Telecomunicações"
"9909";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Estatuto do Idoso"
"9910";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Parcelamento do solo urbano"
"9911";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Falimentares"
"9912";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Militares"
"9913";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Previstos na Legislação Extravagante | Contra a Administração da Justiça - Lei da Ação de Alimentos "
"9914";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Contravenções Penais"
"9915";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Análogo a Crime Tentado"
"9916";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Análogo a Crime Culposo"
"9917";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Particular Contra a Administração em Geral"
"9918";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Particular Contra a Administração em Geral | Usurpação de função pública (art. 328)"
"9919";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Particular Contra a Administração em Geral | Resistência (art. 329)"
"9920";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Particular Contra a Administração em Geral | Tráfico de influência (art. 332)"
"9921";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Particular Contra a Administração em Geral | Corrupção ativa (art. 333)"
"9922";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Particular Contra a Administração em Geral | Impedimento, perturbação ou fraude de concorrência (art. 335)"
"9923";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Particular Contra a Administração em Geral | Inutilização de edital ou de sinal (art. 336)"
"9924";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Particular Contra a Administração em Geral | Subtração ou inutilização de livro ou documento (art. 337, caput)"
"9925";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Particular Contra a Administração em Geral | Desobediência (art. 330)"
"9926";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Particular Contra a Administração em Geral | Desacato (art. 331)"
"9927";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Particular Contra a Administração em Geral | Contrabando ou descaminho (art. 334)"
"9928";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Particular Contra a Administração em Geral | Sonegação de contribuição previdenciária (art. 337-A e Lei 8.212/91)"
"9929";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Particular Contra a Administração Pública Estrangeira"
"9930";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Particular Contra a Administração Pública Estrangeira | Corrupção Ativa em Transação Comercial Internacional"
"9931";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Praticados por Particular Contra a Administração Pública Estrangeira | Tráfico de Influência em Transação Comercial Internacional"
"9932";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Contra a Administração da Justiça"
"9933";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Contra a Administração da Justiça | Reingresso de estrangeiro expulso"
"9934";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Contra a Administração da Justiça | Denunciação caluniosa"
"9935";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Contra a Administração da Justiça | Comunicação falsa de crime ou de contravenção"
"9936";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Contra a Administração da Justiça | Auto-acusação falsa"
"9937";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Contra a Administração da Justiça | Falso testemunho ou falsa perícia"
"9938";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Contra a Administração da Justiça | Coação no curso do processo"
